filename, meanpitch, meanintensity, duration, f0vowels, jitter, shimmers, hnr, singvspeak
twoHeartsIn_sung.wav,281.81828283551005,77.8082725150542,4.456780045351474,1519.9161157638646,0.01912980729286803,0.10137640996133894,14.035616079453229,0
sing_adele_stand.wav,340.0602680468433,69.39545873605262,1.3452380952380953,2129.440624057067,0.0031456129764719453,0.1270385194809518,12.528893211015516,0
sing_adele_scars.wav,352.24496619037933,77.70526843047236,0.7961678004535148,1505.7576191316384,0.0036046538384258814,0.07862177248865297,16.205937372839365,0
creature_sung.wav,271.67293694916094,76.29746692221421,4.456780045351474,1722.4033549640615,0.012465420021143692,0.12907397435358342,12.17998535828332,0
sing_adele_say.wav,299.31080209737826,72.77262903342927,0.6252154195011338,2563.904758348563,0.00443020116558597,0.053376287400857515,14.807878226152363,0
sing_adele_remember.wav,374.9120000162154,79.375879105973,3.500204081632653,1990.3011929245156,0.0015965338374734747,0.053888318296151365,22.034253295469536,0
stillYoung_sung.wav,265.3182055670056,75.35848875834625,4.456780045351474,1499.9597953269017,0.005029101184144671,0.10768034181444192,14.78183700876082,0
were_sung.wav,282.91999934632327,79.26005415433734,4.456780045351474,2082.681908485863,0.0022467089103349793,0.03414191226546548,20.144477047766127,0
sweet_sung.wav,287.0750853173843,79.18142707420742,4.456780045351474,2442.367447779992,0.0030457983804869112,0.04381750611641327,18.932947586340696,0
hadAnotherTalk_sung.wav,328.9040122496754,77.4306613232161,4.456780045351474,1456.438717190234,0.011761797092938842,0.13385515533844747,12.1611280354801,0
sing_adele_story.wav,352.5842699839924,80.30629404621693,0.7335827664399093,1841.153885990887,0.00655844708883708,0.09593443419164396,12.453597516168038,0
sing_adele_uninvited.wav,234.64070311246405,75.98005909511409,0.7716326530612245,1811.8409253021657,0.005362563211689166,0.09057246758702198,16.94710554752784,0
started_sung.wav,252.82945031764663,80.22856511969296,5.942857142857143,1519.4912767354672,0.014962086901516475,0.12741166515753846,15.034144597957516,0
sing_adele_summer.wav,281.82811594724353,78.6008792527621,0.9527664399092971,1521.2427360967813,0.005975243350823539,0.06171561863204363,16.91440478537377,0
sing_adele_hands.wav,340.94038603769025,70.10059333230528,1.4775283446712018,2339.958510575406,0.004657574475190847,0.10685993335155951,11.03410055871863,0
sing_adele_underestimate.wav,333.6271938996722,74.75764156780568,1.6713151927437642,1889.0849138301066,0.006834826588242729,0.114290301178313,12.80340023086077,0
goingWrong_sung.wav,226.00109068061093,77.1944329508778,4.456780045351474,1238.232115429775,0.01128816420742329,0.13253241939216096,13.56295430280996,0
sing_adele_dreams.wav,298.1803315027249,78.93198007218584,0.9582766439909297,2575.435968863172,0.012520210324085504,0.05923690611765858,23.307526969917475,0
sing_adele_my.wav,300.2579753789347,77.0116847869137,0.6099319727891156,1541.894536138355,0.0053118992396641515,0.059202747954954026,17.000464976401695,0
sing_adele_theres.wav,295.9513973536702,73.63364990580311,0.3489115646258503,2074.751449008752,0.003871179478510366,0.029640302862702007,17.378893103311338,0
sing_adele_heard.wav,277.2496388974251,68.92776387121343,1.2809750566893423,1668.8896628415348,0.006115257743687427,0.07921549860359314,16.905879398254953,0
sing_adele_over.wav,301.809057060963,71.70508327791057,1.3299319727891157,1501.636959839724,0.0058230007892297875,0.07692002539760265,12.554328252496582,0
sing_adele_fire.wav,289.60612096001546,74.76245301287244,0.9524716553287982,1607.4189745583371,0.007338557055345689,0.10455906292159373,13.693890741133028,0
sing_adele_forever.wav,373.31855886717045,73.18311127665766,1.5734013605442176,1835.2032371479584,0.007979324145402677,0.10445379996298616,10.61030154569167,0
sing_adele_feet.wav,343.7004733445813,74.25340641640305,1.3558049886621315,2415.353807205518,0.00596992954185756,0.029995232778922794,21.35186672781263,0
sing_adele_shy.wav,279.31017445143095,78.01314537464181,1.6177551020408163,1675.0231463197322,0.005172483712487345,0.07673528038284759,16.747345531697693,0
oneHome_sung.wav,217.28718618926828,73.94717515647456,4.456780045351474,1196.6394064379624,0.00855026877333279,0.12035131330234247,14.434089409076812,0
speak_adele_bans.wav,192.56839944672782,67.73258164801607,0.6535600907029478,1937.9056378550392,0.0026349430808142466,0.040651428324305156,16.35915420797841,1
together_voice.wav,135.75990456819744,73.66746931794124,2.970702947845805,1650.1544493602996,0.02194231800766062,0.1853434232810241,5.618802504568408,1
speak_adele_too.wav,230.64473397127787,66.62838852740494,0.2572108843537415,2276.9698787455045,0.01652033170193651,0.08637532988663689,13.18954077918359,1
speak_adele_myself.wav,251.1071188577014,69.68097836279695,0.42859410430839,1524.4881347754626,0.004765977755258126,0.1276191316055263,13.944271583097013,1
justFriend_voice.wav,154.68728667754758,71.47728279899894,4.456780045351474,1437.6261675082699,0.016506611782681795,0.17506767138010315,6.981886295091766,1
speak_adele_finished.wav,141.43203959958583,63.05300028264,0.44684807256235826,2324.035881578283,0.021807465273583106,0.18637963141672,6.931256228664882,1
speak_adele_together.wav,145.35891580174368,61.838190477237276,0.3708390022675737,nan,0.024043738836515564,0.1979302643806714,7.773189265189877,1
speak_adele_very.wav,157.58040866184433,68.41215557421035,0.7604535147392291,2131.5345307287344,0.019714500854919863,0.12918748660007284,10.609758770793963,1
speak_adele_career.wav,224.4112907791484,67.15604469693469,0.5829251700680272,1506.7200815750803,0.03607571386307347,0.16973492236549048,11.383993604797999,1
speak_adele_musical.wav,221.949534054785,68.03309854422562,0.4559637188208617,1900.5097991857858,0.007539593369992246,0.08563554565036463,16.78527973669115,1
